Context (stripped away),Speaker,English,Translated,File name,Line number
,,"Whoever it was, if he went above the Mesosphere,<nl>he must have had somewhere to go.",不管是谁，要是那人去了中间<nl>层上方，那他肯定需要待在某<nl>个地方。,Vellie/Lab/rocketCutsceneStart,228
,,We should be able to track any<nl>landmass up there with <b>my machine<b>.,我们应该能用<b>我的机器<b>探测到<nl>那片陆地。,Vellie/Lab/rocketCutsceneStart,228
,,"If there's nothing to find up there,<nl>there's no reason to believe you.",如果什么都没找到，那我就没<nl>有理由相信你们了。,Vellie/Lab/rocketCutsceneStart,228
,,"Alright, go ahead and check!",好吧，快测吧！,Vellie/Lab/rocketCutsceneStart,239
,,I'm pretty sure you'll find something...,我很确定你能发现一些东西……,Vellie/Lab/rocketCutsceneStart,244
,,"Well, would you look at that!",对吧，你看到了吧！,Vellie/Lab/rocketCutsceneStart,281
,,They're right!,他们是对的！,Vellie/Lab/rocketCutsceneStart,281
,,Incredible! A structure in Mesos?,难以置信！中间区竟有这样的建筑？,Vellie/Lab/rocketCutsceneStart,287
,,How can anything even be built so high up?,它是如何在这么高的地方建起来的？,Vellie/Lab/rocketCutsceneStart,287
,,...,……,Vellie/Lab/rocketCutsceneStart,292
,,...,……,Vellie/Lab/rocketCutsceneStart,297
,,Alright.,好吧。,Vellie/Lab/rocketCutsceneStart,306
,,I can help you get up there.,我会帮你们上去那里。,Vellie/Lab/rocketCutsceneStart,306
,,!!!,！！！,Vellie/Lab/rocketCutsceneStart,318
,,!!!,！！！,Vellie/Lab/rocketCutsceneStart,323
,,...But it will be a dangerous flight.,……但这将是一趟危险的航程。,Vellie/Lab/rocketCutsceneStart,336
,,"If you want to go, you should prepare.",如果你们想去，就做好准备吧。,Vellie/Lab/rocketCutsceneStart,336
,,Heheheh..!,嘿嘿嘿……！,Vellie/Lab/rocketCutsceneStart,336
,,Make sure you've done everything you need to do.,确保你们把所有事情都处理好了。,Vellie/Lab/rocketCutsceneStart,350
,,You won't be coming back for a while.,你会有很长一段时间不能回来。,Vellie/Lab/rocketCutsceneStart,350
,,"Ready to go, buddy?",准备好了吗，伙计？,Vellie/Lab/kernelleCheck,6
,,.<10>.<10>.,…<10>…<10>…,Vellie/Lab/FirstVisit,20
,,"Oh man, Otus, Asio isn't here!",哦天啊，欧图斯，艾西欧不在这里！,Vellie/Lab/FirstVisit,26
,,That means we can't just report this!,也就是说我们无法向他报告这<nl>件事！,Vellie/Lab/FirstVisit,35
,,We don't have time to go look for him!,我们没时间去找他了！,Vellie/Lab/FirstVisit,35
,,Let's get that troublemaker before<nl>he slips away from us!,先去抓那个捣乱鬼，不然他会<nl>从我们手上溜走的！,Vellie/Lab/FirstVisit,35
,,Asio will understand!,艾西欧会理解的！,Vellie/Lab/FirstVisit,35
,,"So as you can see, Asio, this screen<nl>is at the heart of the machine.",正如你所见，艾西欧，这块屏<nl>幕就是机器的核心。,Vellie/Lab/FirstVisit,69
,,"It will show you a map of the<nl>area, generated in real time!",它能向你展示附近区域的地图，<nl>而且是实时生成的！,Vellie/Lab/FirstVisit,69
,,It's my greatest accomplishment!,这是我最伟大的成果！,Vellie/Lab/FirstVisit,69
,,I don't understand.,我不明白这有什么意义。,Vellie/Lab/FirstVisit,76
,,We have maps.,我们有地图。,Vellie/Lab/FirstVisit,76
,,The OWLS keep the maps up to date.,猫头鹰们也一直在更新地图。,Vellie/Lab/FirstVisit,76
,,"Don't be daft, Asio.",别说笑了，艾西欧。,Vellie/Lab/FirstVisit,83
,,The islands are floating around<nl>and there are so few owls left.,那些岛屿在四处漂动，我们可<nl>没有多余的猫头鹰来做这些事。,Vellie/Lab/FirstVisit,83
,,This is the future!,这才是未来需要的！,Vellie/Lab/FirstVisit,83
,,Ugh...,啊……,Vellie/Lab/FirstVisit,90
,,Behold!<nl>Groundbreaking technology at work!,注意看！跨时代的科技即将诞生！,Vellie/Lab/FirstVisit,95
,,...,……,Vellie/Lab/FirstVisit,112
,,I'm<30> not impressed.,我<30>觉得这机器不太行。,Vellie/Lab/FirstVisit,117
,,Blast!<nl>It worked perfectly fine before you showed up!,该死的！在你出现前它还可以<nl>正常工作！,Vellie/Lab/FirstVisit,127
,,Something must have...,肯定是哪里……,Vellie/Lab/FirstVisit,127
,,Blast!<nl>It worked perfectly fine before you showed up!,该死的！在你出现前它还可以<nl>正常工作！,Vellie/Lab/FirstVisit,147
,,Something must have broken.,肯定是哪里的零件坏了。,Vellie/Lab/FirstVisit,147
,,Let me think for a bit...,让我想一想……,Vellie/Lab/FirstVisit,147
,,Huh..?,嗯……？,Vellie/Lab/professorSpotsOtus,13
,,"Your student is in my lab, Asio.",你学生来我实验室了，艾西欧。,Vellie/Lab/professorSpotsOtus,13
,,[1]Otus!<nl>What are you doing in here?!,[1]欧图斯！你在这干什么？！,Vellie/Lab/professorSpotsOtus,42
,,"Give the boy some space, Asio.",别对他太严格了，艾西欧。,Vellie/Lab/professorSpotsOtus,51
,,It's fine as long as he doesn't<nl>break anything<10>.<10>.<10>. again.,我不介意他待在这，<nl>只要别<10>…<10>…<10>…再弄坏东西。,Vellie/Lab/professorSpotsOtus,51
,,Just don't idle here for too long.,别一直在这偷闲。,Vellie/Lab/professorSpotsOtus,74
,,Go out there and keep a lookout for pirates!,去外面盯紧那些海盗！,Vellie/Lab/professorSpotsOtus,79
,,Otus get up here immediately!,欧图斯，立刻过来这边！,Vellie/Lab/DuringPirateAttack,17
,,Otus! You were supposed to<nl>keep watch! Where were you?!,欧图斯！你应该在站岗的！<nl>怎么不见了？！,Vellie/Lab/DuringPirateAttack,85
,,"Geddy, you should have known better than to-",格迪，你应该更清楚这点，<nl>而不是——,Vellie/Lab/DuringPirateAttack,85
,,"Asio, we have no time for this bickering.",艾西欧，我们没时间在这吵架了。,Vellie/Lab/DuringPirateAttack,95
,,Geddy! Get this machine working<nl>so we can get a visual of the pirates.,格迪！快让机器运作起来，<nl>我们要获取海盗的影像。,Vellie/Lab/DuringPirateAttack,95
,,"Uh<5>.<5>.<5>.<nl>I'll try my best, Professor!",呃<5>…<5>…<5>…我会尽力的，教授！,Vellie/Lab/DuringPirateAttack,107
,,Try it now!,快点！,Vellie/Lab/DuringPirateAttack,162
,,It works!<15> Those are the<nl>pirate ships on the screen.,成功了！<15>屏幕上显示的就是海盗船。,Vellie/Lab/PiratesLeave,75
,,.<10>.<10>.,…<10>…<10>…,Vellie/Lab/PiratesLeave,98
,,It looks like<20> the pirates are leaving!,似乎<20>海盗们正在离开！,Vellie/Lab/PiratesLeave,102
,,They are!<45> No doubt about it.,他们<45>确实在离开！。,Vellie/Lab/PiratesLeave,124
,,Why would they leave?,他们为什么要离开？,Vellie/Lab/PiratesLeave,136
,,Oh no... This is bad..!,哦，不……要出大事了……！,Vellie/Lab/PiratesLeave,148
,,[1]Asio! Call a town meeting at once!,[1]艾西欧！马上召开村民大会！,Vellie/Lab/PiratesLeave,157
,,There is no time to lose!,没时间可以浪费了！,Vellie/Lab/PiratesLeave,157
,,...Alright.,……好的。,Vellie/Lab/PiratesLeave,166
,,"Otus, Geddy, follow me!",欧图斯、格迪，跟着我！,Vellie/Lab/PiratesLeave,166
,,...This timing...,……这个时间点……,Vellie/Lab/PiratesLeave,221
,,Have the pirates noticed it too..?,海盗们也注意到了吗……？,Vellie/Lab/PiratesLeave,221
,,That the islands are<30>.<30>.<30>.,那些岛屿正在<30>…<30>…<30>…,Vellie/Lab/PiratesLeave,221
,,...,……,Vellie/Lab/PiratesLeave,227
,,"No,<20> surely not.",不，<20>肯定不是这样。,Vellie/Lab/PiratesLeave,236
,,"Oh, Otus!",哦，欧图斯！,MandolynsHouse/mandolynCheck,11
,,I'm so glad you're back!,你能回来我真是太高兴了！,MandolynsHouse/mandolynCheck,11
,,Geddy regretted leaving you very much.,格迪很后悔离你而去。,MandolynsHouse/mandolynCheck,11
,,I'm glad you two are friends again!,我很高兴你们能和好！,MandolynsHouse/mandolynCheck,11
,,"Yes, we're hiding in here.",是的，我们正躲在这里。,MandolynsHouse/mandolynCheck,26
,,Some people were hit by rocks<nl>that started floating upwards.,已经有人被向上漂浮的石头给<nl>砸伤了。,MandolynsHouse/mandolynCheck,26
,,It seemed safer to be indoors.,看来在这种现象停止前。,MandolynsHouse/mandolynCheck,26
,,Until it stops.,待在室内会更安全。,MandolynsHouse/mandolynCheck,33
,,Hmm...,嗯……,MandolynsHouse/propellerGuy,11
,,"Yes, we're hiding in here for the moment.",没错，我们会暂时躲在这里。,MandolynsHouse/propellerGuy,16
,,"The islands seem to be unstable,<nl>which of course means there's<nl>nowhere to run.",周围的岛屿看起来很不稳定，<nl>当然这也就说我们无处可逃。,MandolynsHouse/propellerGuy,16
,,I just hope we have enough food to<nl>hold out until it settles down.,我只希望我们能有足够的食物<nl>撑到事情平定下来。,MandolynsHouse/propellerGuy,16
,,Hmm...,嗯……,MandolynsHouse/propellerGuy,30
,,I don't remember exactly how to use a kitchen.,我不太记得怎么使用厨房了。,MandolynsHouse/propellerGuy,35
,,I'll have to take some notes<nl>as it comes back to me.,要是我能回想起来就得赶紧写<nl>入笔记。,MandolynsHouse/propellerGuy,35
,,Things I like:,我喜欢的东西：,MandolynsHouse/journal,15
,,1. Fruit from my garden.,1、自家院子产的水果。,MandolynsHouse/journal,15
,,2. My musical instruments.,2、我的乐器。,MandolynsHouse/journal,15
,,3. Performing in front of a crowd.,3、在群众面前演奏。,MandolynsHouse/journal,15
,,I've finished a wonderful new song in the past few days.,在过去几天我完成了一首绝妙<nl>的新歌。,MandolynsHouse/journal,15
,,I think I might go out of town to<nl>perform it in front of a big audience!,或许我会离开村子去让更多的<nl>听众来感受我的音乐！,MandolynsHouse/journal,15
,,I think maybe Otus and Geddy could benefit<nl>from getting out of Vellie for a bit too.,或许欧图斯和格迪稍微离开下<nl>维里村能增长更多的见识。,MandolynsHouse/journal,31
,,Asio and the Professor are always angry with them.,艾西欧和教授总是对他俩发火。,MandolynsHouse/journal,31
,,"Otus means well, but...",欧图斯本性善良，但……,MandolynsHouse/journal,31
,,He just gets into the worst sort of trouble!,他总会闯出最糟糕的祸！,MandolynsHouse/journal,31
,,"If only he could be a bit more responsible,<nl>and help out every once in a while...",要是他能变得更有担当以及偶<nl>尔能出来帮忙就好了……,MandolynsHouse/journal,31
,,"Oh, I can hardly believe it!",哦，我简直不敢相信！,MandolynsHouse/journal,49
,,We've been attacked by pirates!,我们被海盗袭击了！,MandolynsHouse/journal,49
,,I was very scared... but thankfully they left everyone alone.,我很害怕……但万幸的是那些<nl>海盗没有伤人。,MandolynsHouse/journal,49
,,Asio says they're going to Advent next.,艾西欧说他们接下来的目标是<nl>爱文德城。,MandolynsHouse/journal,49
,,I hope they will leave everyone alone there too...,我希望他们也不要伤害那里的人……,MandolynsHouse/journal,49
,,Bomboman and I went to Advent a few years ago.,邦伯曼和我几年前去过爱文德城。,MandolynsHouse/journal,64
,,"We held a concert there, and the people crowded up to see us.",我们在那办了场演唱会，人们<nl>排着长龙来看我们。,MandolynsHouse/journal,64
,,I was so happy that I could bring<nl>a bit of Vellie to the capital.,我很高兴能把维里村的特色风<nl>情带去给首都的人。,MandolynsHouse/journal,64
,,The people there were so lovely...,那里的人真是太有爱了……,MandolynsHouse/journal,64
,,"Maybe next time Strix goes up there, I'll come along!",也许下次斯吉克斯去那的时候，<nl>我会跟着去！,MandolynsHouse/journal,64
,,"...Though of course I can't now,<nl>with pirates on the loose...",……但现在肯定不行，海盗还<nl>没有被抓住呢……,MandolynsHouse/journal,64
,,...I wasn't sure if I should<nl>write a diary entry today.,……我有些犹豫要不要写今天<nl>的日记。,MandolynsHouse/journal,82
,,But I figured I should.,但我觉得还是应该做个记录。,MandolynsHouse/journal,82
,,"I've taken Otus in to recover in my house,<nl>where we can take care of him.",我把欧图斯带到家里休养，在<nl>这里我们能够照顾他。,MandolynsHouse/journal,82
,,I can only hope that he's still<nl>himself when he wakes up.,我只希望他在醒来后还能保持<nl>自我。,MandolynsHouse/journal,82
,,As for the rest of us...,因为我们都……,MandolynsHouse/journal,82
,,...,……,MandolynsHouse/journal,82
,,I think we might never be the same.,我们可能都没法像往常一样了。,MandolynsHouse/journal,82
,,Otus is still sleeping.,欧图斯还在睡。,MandolynsHouse/journal,99
,,I wonder how much we should<nl>tell him about what happened...,我不知道我们该把发生的事跟<nl>他说到什么程度……,MandolynsHouse/journal,99
,,"I don't want to lie to him,<nl>but if I tell him everything...",我不想对他撒谎，但如果全都<nl>跟他说的话……,MandolynsHouse/journal,99
,,What if he blames himself for all this tragedy?,要是他把悲剧发生的原因全算<nl>在自己头上怎么办？,MandolynsHouse/journal,99
,,He's just a child..!,他还只是个孩子……！,MandolynsHouse/journal,99
,,Otus and Geddy have left again.,欧图斯和格迪又要离开了。,MandolynsHouse/journal,113
,,I hope they won't get themselves into more trouble...,我希望他们不要让自己陷入更<nl>多的麻烦之中……,MandolynsHouse/journal,113
,,But maybe they need to do<nl>something to help their recovery.,不过也许他们需要做些事情来<nl>平复自己。,MandolynsHouse/journal,113
,,There's nothing like going<nl>outside to help your mind relax!,没有什么能比出去走走更能帮<nl>你放松身心的了！,MandolynsHouse/journal,113
,,Geddy dropped by without Otus today.,今天格迪没有和欧图斯一起来。,MandolynsHouse/journal,127
,,He didn't seem like himself.,他看起来不像他平常的样子。,MandolynsHouse/journal,127
,,I suppose none of us have been<nl>since what happened in Advent.,我想没有人能在经历爱文德城<nl>一事后还能若无其事。,MandolynsHouse/journal,127
,,I've never seen him so angry...,我从没见过他这么愤怒……,MandolynsHouse/journal,127
,,"To be honest, I'm glad he didn't stay here.",老实说，我反而很高兴他没待在这。,MandolynsHouse/journal,127
,,I wonder if Geddy and Otus will remain friends..?,我想知道格迪和欧图斯还是好<nl>朋友吗……？,MandolynsHouse/journal,142
,,"I mean, they've never been able to have a conversation.",我的意思是，他们都没有好好<nl>地交流过一次。,MandolynsHouse/journal,142
,,How well can they really understand each other..?,他们对彼此又有多少了解呢……？,MandolynsHouse/journal,142
,,...,……,MandolynsHouse/journal,142
,,I'd better offer Otus some<nl>encouragement when he gets back.,我得在欧图斯回来时安慰下他。,MandolynsHouse/journal,142
,,I can't let him know I've been<nl>thinking these things!,我不能让他知道我一直在想这<nl>些事情！,MandolynsHouse/journal,142
,,I'm so relieved that Geddy<nl>and Otus are friends again!,我很高兴格迪和欧图斯又和好了！,MandolynsHouse/journal,157
,,I only wish the situation<nl>in Vellie were different.,我只希望维里村的情况能有所好转。,MandolynsHouse/journal,157
,,"Everyone is talking about evacuating,<nl>and Asio is just brooding...",每个人都在讨论离开的事，<nl>艾西欧也整天愁眉苦脸的……,MandolynsHouse/journal,157
,,But I'm not evacuating!,但我不会离开！,MandolynsHouse/journal,157
,,Geddy says there's still hope!,格迪说村子还有希望！,MandolynsHouse/journal,157
,,"Even though times are tough,<nl>I'm happier than I've been in a while.",虽然日子还很艰苦，但我比之<nl>前要开心一些。,MandolynsHouse/journal,172
,,Geddy just wasn't the same without Otus.,没有欧图斯在身边，格迪就不<nl>是往常的格迪。,MandolynsHouse/journal,172
,,"Now he's his good old, dependable self again!",现在他又变回那个可爱又值得<nl>信赖的人了！,MandolynsHouse/journal,172
,,Maybe he'll want to move in with me now?,也许现在他会想搬来和我一起住？,MandolynsHouse/journal,172
,,We always used to talk about it...,以前我们经常讨论这事……,MandolynsHouse/journal,172
,,Medicine and supplies! Quickly!,药品和补给！快！,MandolynsHouse/backFromAdvent,47
,,Look for survivors!,搜寻幸存者！,MandolynsHouse/backFromAdvent,57
,,"Alright, take the food over there!",好了，把食品运到那边！,MandolynsHouse/backFromAdvent,77
,,We need more scaffolding for the tents!,我们需要更多的脚手架来搭建帐篷！,MandolynsHouse/backFromAdvent,87
